数据源	文本序号	文本	Opinion 列表	Opinion：ACOS列表
laptop_quad_test	735.0	the keyboard is often - praised , but i don ' t find it particularly spectacular .	5,6; 10,16; 	5,6:[1,2 KEYBOARD#GENERAL 2 5,6]; 10,16:[1,2 KEYBOARD#GENERAL 1 10,16]; 
laptop_quad_test	736.0	it is very light , and it seems surprisingly sturdy .	3,4; 9,10; 	3,4:[-1,-1 LAPTOP#DESIGN_FEATURES 2 3,4]; 9,10:[-1,-1 LAPTOP#DESIGN_FEATURES 2 9,10]; 
laptop_quad_test	737.0	the battery life seems just as promised .	-1,-1; 	-1,-1:[1,3 BATTERY#GENERAL 1 -1,-1]; 
laptop_quad_test	738.0	the keyboard is comfortable to type on , although i haven ' t done so for more than a 1 - 2 hours .	3,4; 	3,4:[1,2 KEYBOARD#USABILITY 2 3,4]; 
laptop_quad_test	739.0	the screen is clear and bright and the system doesn ' t lag unless i have a large number of tabs open .	3,4; 5,6; -1,-1; 	3,4:[1,2 DISPLAY#DESIGN_FEATURES 2 3,4]; 5,6:[1,2 DISPLAY#DESIGN_FEATURES 2 5,6]; -1,-1:[8,9 OS#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	740.0	first , use case : i write a lot for work and use a chromebook as my daily driver for notes , word processing , spreadsheets , etc .	-1,-1; 	-1,-1:[14,15 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_test	741.0	battery last incredibly long .	2,3; 3,4; 	2,3:[0,1 BATTERY#OPERATION_PERFORMANCE 2 2,3]; 3,4:[0,1 BATTERY#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_test	742.0	it found and connected to my wireless printer also with no problems .	-1,-1; 	-1,-1:[0,1 LAPTOP#CONNECTIVITY 2 -1,-1]; 
laptop_quad_test	743.0	this is exactly what i wanted .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_test	744.0	i now feel like this could be my main computer for work and fun .	-1,-1; 	-1,-1:[9,10 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_test	745.0	give the asus flip 302 consideration .	-1,-1; 	-1,-1:[2,5 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_test	746.0	its battery life is quite good and the keyboard experience is great .	5,6; 11,12; 	5,6:[1,3 BATTERY#GENERAL 2 5,6]; 11,12:[8,9 KEYBOARD#OPERATION_PERFORMANCE 2 11,12]; 
laptop_quad_test	747.0	the plugs are good and bad .	3,6; 	3,6:[1,2 PORTS#GENERAL 1 3,6]; 
laptop_quad_test	748.0	i plugged in regular headphones and it was horribly low - very unenjoyable to listen to music this way .	8,9; 9,10; 12,13; 	8,9:[4,5 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 8,9]; 9,10:[4,5 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 9,10]; 12,13:[4,5 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 12,13]; 
laptop_quad_test	749.0	nice sized keyboard , works great as a tablet ( even shuts off the keyboard in tablet mode ) .	0,1; 5,6; 	0,1:[14,15 KEYBOARD#DESIGN_FEATURES 2 0,1]; 5,6:[16,17 LAPTOP#DESIGN_FEATURES 2 5,6]; 
laptop_quad_test	750.0	this machine is far better than anything i ' ve ever owned .	4,5; 	4,5:[1,2 LAPTOP#GENERAL 2 4,5]; 
laptop_quad_test	751.0	perfect size to use in bed and nice and bright .	0,1; 7,8; 9,10; 	0,1:[1,2 LAPTOP#DESIGN_FEATURES 2 0,1]; 7,8:[1,2 LAPTOP#DESIGN_FEATURES 2 7,8]; 9,10:[1,2 LAPTOP#DESIGN_FEATURES 2 9,10]; 
laptop_quad_test	752.0	i don ' t think you ' ll find a better laptop at this price point .	2,11; 	2,11:[11,12 LAPTOP#PRICE 2 2,11]; 
laptop_quad_test	753.0	it ' s super thin and super light .	4,5; 7,8; 	4,5:[-1,-1 LAPTOP#DESIGN_FEATURES 2 4,5]; 7,8:[-1,-1 LAPTOP#DESIGN_FEATURES 2 7,8]; 
laptop_quad_test	754.0	as a traveler , this fits in my backpack without all the added weight of a small 13 ` ` laptop .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#PORTABILITY 2 -1,-1]; 
laptop_quad_test	755.0	it is very light in weight but feels quite durable and strong .	3,4; 9,10; 11,12; 	3,4:[-1,-1 LAPTOP#DESIGN_FEATURES 2 3,4]; 9,10:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 9,10]; 11,12:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 11,12]; 
laptop_quad_test	756.0	the picture quality is very good and the book itself is responsive and fast .	5,6; 11,12; 13,14; 	5,6:[1,3 DISPLAY#QUALITY 2 5,6]; 11,12:[8,9 LAPTOP#OPERATION_PERFORMANCE 2 11,12]; 13,14:[8,9 LAPTOP#OPERATION_PERFORMANCE 2 13,14]; 
laptop_quad_test	757.0	i can ' t recommend the asus c302 enough .	-1,-1; 	-1,-1:[6,8 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_test	758.0	the keyboard itself is probably the one physical weak point .	8,9; 	8,9:[1,2 KEYBOARD#DESIGN_FEATURES 0 8,9]; 
laptop_quad_test	759.0	the touchscreen works well .	3,4; 	3,4:[1,2 DISPLAY#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_test	760.0	but , it does work and is handy .	7,8; 	7,8:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 7,8]; 
laptop_quad_test	761.0	it ' s very light and sitting on the couch typing this is comfortable .	4,5; 13,14; 	4,5:[-1,-1 LAPTOP#DESIGN_FEATURES 2 4,5]; 13,14:[-1,-1 LAPTOP#USABILITY 2 13,14]; 
laptop_quad_test	762.0	sound is really low while using an aux speaker / headphone .	3,4; 	3,4:[0,1 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 3,4, 7,11 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 3,4]; 
laptop_quad_test	763.0	spacebar doesn ' t always accept input	-1,-1; 	-1,-1:[0,1 KEYBOARD#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_test	764.0	this is my favorite computer of all the ones i have ever owned .	3,4; 	3,4:[4,5 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_test	765.0	the battery life is stunning .	4,5; 	4,5:[1,3 BATTERY#GENERAL 2 4,5]; 
laptop_quad_test	766.0	i ' ve just gotten started so this review may evolve over time but after several days i ' m insanely satisfied with this purchase and am going to be showing off to my friends for the foreseeable future .	21,22; 	21,22:[24,25 LAPTOP#GENERAL 2 21,22]; 
laptop_quad_test	767.0	this chromebook is one of the best computers i ' ve ever used .	6,7; 	6,7:[1,2 LAPTOP#GENERAL 2 6,7, 7,8 LAPTOP#GENERAL 2 6,7]; 
laptop_quad_test	768.0	the asus chromebook flip 302ca is smooth , fast and incredibly well engineered and built .	6,7; 8,9; 10,11; 11,12; 	6,7:[1,5 LAPTOP#OPERATION_PERFORMANCE 2 6,7]; 8,9:[1,5 LAPTOP#OPERATION_PERFORMANCE 2 8,9]; 10,11:[1,5 LAPTOP#DESIGN_FEATURES 2 10,11]; 11,12:[1,5 LAPTOP#DESIGN_FEATURES 2 11,12]; 
laptop_quad_test	769.0	the screen resolution is great .	4,5; 	4,5:[1,3 DISPLAY#GENERAL 2 4,5]; 
laptop_quad_test	770.0	the touch pad is accurate .	4,5; 	4,5:[1,3 HARDWARE#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_test	771.0	my only gripe is that i wish there was a way to default the screen brightness as well as default the keyboard backlight to off .	-1,-1; 	-1,-1:[14,16 DISPLAY#DESIGN_FEATURES 0 -1,-1, 21,23 KEYBOARD#DESIGN_FEATURES 0 -1,-1]; 
laptop_quad_test	772.0	at a $ 500 price tag for a chromebook i was a little hesitant to pull the trigger but at this point i am very pleased with the purchase and i believe it is worth the price .	25,26; 34,35; 	25,26:[28,29 LAPTOP#GENERAL 2 25,26]; 34,35:[8,9 LAPTOP#PRICE 2 34,35]; 
laptop_quad_test	773.0	it ' s really nice to have the touchscreen when using apps and i can seamlessly transition back to using the trackpad / keyboard depending on what i ' m doing .	4,5; 	4,5:[8,9 DISPLAY#USABILITY 2 4,5]; 
laptop_quad_test	774.0	keyboard is comfortable and screen is sharp .	2,3; 6,7; 	2,3:[0,1 KEYBOARD#USABILITY 2 2,3]; 6,7:[4,5 DISPLAY#DESIGN_FEATURES 2 6,7]; 
laptop_quad_test	775.0	its very portable and battery should last full day of normal usage .	2,3; -1,-1; 	2,3:[-1,-1 LAPTOP#PORTABILITY 2 2,3]; -1,-1:[4,5 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	776.0	i truly love this chromebook .	2,3; 	2,3:[4,5 LAPTOP#GENERAL 2 2,3]; 
laptop_quad_test	777.0	the touch screen is really accurate , and the 360 flip feature is really easy - i can switch to tablet mode anytime , although i use this much more often as a laptop .	14,15; 	14,15:[9,11 Out_Of_Scope#DESIGN_FEATURES 2 14,15]; 
laptop_quad_test	778.0	the pros definitely outweigh the cons , earning this chromebook 5 stars .	-1,-1; 	-1,-1:[9,10 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_test	779.0	great computer , especially for the price .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1, 1,2 LAPTOP#PRICE 2 0,1]; 
laptop_quad_test	780.0	- two usb - c for charging ( no more odd angles ! )	-1,-1; 	-1,-1:[2,5 PORTS#GENERAL 2 -1,-1]; 
laptop_quad_test	781.0	- price is a bit expensive for a chrome book	5,6; 	5,6:[8,9 LAPTOP#PRICE 0 5,6]; 
laptop_quad_test	782.0	it ' s perfect for school , surfing the web , and watching videos .	3,4; 	3,4:[-1,-1 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_test	783.0	i really love the laptop , it is exactly what i wanted and expected in the price range and i ' m super happy with it !	2,3; 23,24; 	2,3:[4,5 LAPTOP#GENERAL 2 2,3]; 23,24:[4,5 LAPTOP#PRICE 2 23,24]; 
laptop_quad_test	784.0	it feels and performs mighty solid as a laptop .	5,6; 	5,6:[8,9 LAPTOP#OPERATION_PERFORMANCE 2 5,6]; 
laptop_quad_test	785.0	the wifi connectivity is strong and consistent in my experience .	4,5; 6,7; 	4,5:[1,3 PORTS#OPERATION_PERFORMANCE 2 4,5]; 6,7:[1,3 PORTS#OPERATION_PERFORMANCE 2 6,7]; 
laptop_quad_test	786.0	the only thing i didn ' t like is the screen isn ' t bright enough and the speakers aren ' t louder .	5,8; 12,15; 20,23; 	5,8:[10,11 DISPLAY#OPERATION_PERFORMANCE 0 5,8]; 12,15:[10,11 DISPLAY#OPERATION_PERFORMANCE 0 12,15]; 20,23:[18,19 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 20,23]; 
laptop_quad_test	787.0	c302ca - dh54 gets the job done for work that doesn ' t require multiple cores for rendering , weight painting or ripping .	-1,-1; 	-1,-1:[0,3 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	788.0	the graphics are great .	3,4; 	3,4:[1,2 GRAPHICS#GENERAL 2 3,4]; 
laptop_quad_test	789.0	i ' m in college right new studying information technology and it ' s been able to do everything i ' ve needed .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	790.0	it ' s a bit pricey for a chromebook but worth it right now .	5,6; 10,11; 	5,6:[-1,-1 LAPTOP#PRICE 0 5,6]; 10,11:[-1,-1 LAPTOP#GENERAL 2 10,11]; 
laptop_quad_test	791.0	the only drawback is that it does not run the native android versions of microsoft office , and they should warn you about that .	2,3; 	2,3:[14,16 SOFTWARE#OPERATION_PERFORMANCE 0 2,3]; 
laptop_quad_test	792.0	this has met and exceeded my expectations .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_test	793.0	this is a small , well built product ideal for general usage .	3,4; 5,7; 8,9; 	3,4:[7,8 LAPTOP#DESIGN_FEATURES 2 3,4]; 5,7:[7,8 LAPTOP#DESIGN_FEATURES 2 5,7]; 8,9:[7,8 LAPTOP#DESIGN_FEATURES 2 8,9]; 
laptop_quad_test	794.0	the screen resolution is also very good when watching movies or viewing photos .	6,7; 	6,7:[1,3 DISPLAY#OPERATION_PERFORMANCE 2 6,7]; 
laptop_quad_test	795.0	i would highly recommend this !	3,4; 	3,4:[-1,-1 LAPTOP#GENERAL 2 3,4, -1,-1 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_test	796.0	i love the backlight , it ' s not so bright as to blind you at night time .	1,2; 	1,2:[3,4 KEYBOARD#DESIGN_FEATURES 2 1,2]; 
laptop_quad_test	797.0	speaker ' s are ok but not amazing , i do like that they are mounted on the sides so they work well in laptop or tablet mode equally well .	29,30; -1,-1; 	29,30:[0,1 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 2 29,30]; -1,-1:[0,1 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	798.0	being able to use play store apps has been a huge plus and i ' m now so comfortable with google docs , i ' very already forgotten i even owned a windows laptop .	18,19; 	18,19:[20,22 SOFTWARE#USABILITY 2 18,19]; 
laptop_quad_test	799.0	but this screen is really good and the keyboard and form factor are much better .	5,6; 14,15; 	5,6:[2,3 DISPLAY#GENERAL 2 5,6]; 14,15:[8,9 KEYBOARD#GENERAL 2 14,15, 10,12 LAPTOP#DESIGN_FEATURES 2 14,15]; 
laptop_quad_test	800.0	i really enjoy the 2 - 1 aspect of the device and really like how when folded into tablet mode , there aren ' t any weird groves on the sides .	13,14; 	13,14:[18,20 LAPTOP#GENERAL 2 13,14]; 
laptop_quad_test	801.0	the computer itself is not bad , the 360 rotation and touch screen feel good .	4,6; 14,15; 	4,6:[1,2 LAPTOP#GENERAL 1 4,6]; 14,15:[8,10 HARDWARE#DESIGN_FEATURES 2 14,15, 11,13 DISPLAY#GENERAL 2 14,15]; 
laptop_quad_test	802.0	battery life is amazing .	3,4; 	3,4:[0,2 BATTERY#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_test	803.0	very good purchase .	1,2; 	1,2:[-1,-1 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_test	804.0	in laptop form , it ' s mediocre at best .	7,8; 	7,8:[1,3 LAPTOP#GENERAL 1 7,8]; 
laptop_quad_test	805.0	this chromebook is really one of the best you can own , in my opinion one of the best laptops in general !	18,19; -1,-1; 	18,19:[1,2 LAPTOP#GENERAL 2 18,19]; -1,-1:[19,20 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_test	806.0	the battery life is great and i love the touchscreen / flip feature .	4,5; 7,8; 	4,5:[1,3 BATTERY#GENERAL 2 4,5]; 7,8:[-1,-1 DISPLAY#GENERAL 2 7,8]; 
laptop_quad_test	807.0	audio quest dragonfly is automatically detected and runs perfectly when attached to one of the usb - c ports .	8,9; 	8,9:[15,19 PORTS#OPERATION_PERFORMANCE 2 8,9]; 
laptop_quad_test	808.0	the keyboard is backlit and big enough for my fingers .	-1,-1; 	-1,-1:[1,2 KEYBOARD#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_test	809.0	i love everything about this laptop , the keyboard , screen resolution , and speed .	1,2; 	1,2:[5,6 LAPTOP#GENERAL 2 1,2, 8,9 KEYBOARD#GENERAL 2 1,2, 10,12 DISPLAY#GENERAL 2 1,2]; 
laptop_quad_test	810.0	the battery lasts at least 8 - 9 hours using it to type notes and simple web browsing , making it perfect for students .	21,22; 	21,22:[1,2 BATTERY#OPERATION_PERFORMANCE 2 21,22]; 
laptop_quad_test	811.0	it is quick , battery lasts a long time and certainly does what i need it to do ( which is web surfing multiple pages at the same time while having a few ms documents open ) .	2,3; -1,-1; 	2,3:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; -1,-1:[4,5 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_test	812.0	it ' s a clean , mean , lean , machine .	4,5; 6,7; 	4,5:[10,11 LAPTOP#DESIGN_FEATURES 2 4,5, 10,11 LAPTOP#DESIGN_FEATURES 2 4,5]; 6,7:[10,11 LAPTOP#DESIGN_FEATURES 2 6,7]; 
laptop_quad_test	813.0	the switch has been awesome .	4,5; 	4,5:[1,2 HARDWARE#GENERAL 2 4,5]; 
laptop_quad_test	814.0	the backlit keyboard is awesome at night .	4,5; 	4,5:[1,3 KEYBOARD#DESIGN_FEATURES 2 4,5]; 
laptop_quad_test	815.0	keyboard was a little confusing .	4,5; 	4,5:[0,1 KEYBOARD#GENERAL 0 4,5]; 
laptop_quad_test	816.0	screen display is bright and has excellent graphics .	3,4; 6,7; 	3,4:[0,2 DISPLAY#OPERATION_PERFORMANCE 2 3,4]; 6,7:[7,8 GRAPHICS#GENERAL 2 6,7]; 
laptop_quad_train	1.0	acer wants $ 170 to just look at it then add the repair cost on top of that .	-1,-1; 	-1,-1:[0,1 SUPPORT#PRICE 1 -1,-1]; 
laptop_quad_train	2.0	update : i repaired it myself for $ 12 .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_train	3.0	i had nothing to lose since it was a paper weight otherwise .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	4.0	the shame of it is knowing it took me 15 minutes and $ 12 to fix it and acer wanted to rob me of $ 170 just to look at it .	-1,-1; 	-1,-1:[18,19 SUPPORT#GENERAL 0 -1,-1]; 
laptop_quad_train	5.0	first one that they shipped was obviously defective , super slow and speakers were garbled .	7,8; 10,11; 14,15; 	7,8:[-1,-1 SHIPPING#GENERAL 0 7,8]; 10,11:[-1,-1 SHIPPING#GENERAL 0 10,11]; 14,15:[12,13 MULTIMEDIA_DEVICES#GENERAL 0 14,15]; 
laptop_quad_train	6.0	the replacement i got was much better , but still too slow for my expectations .	11,12; 	11,12:[1,2 LAPTOP#QUALITY 0 11,12]; 
laptop_quad_train	7.0	i wound up returning it .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	8.0	this works fine for that .	2,3; 	2,3:[-1,-1 LAPTOP#QUALITY 2 2,3]; 
laptop_quad_train	9.0	october 12 , 2017 - - started having trouble maintaining connection to wifi ( spectrum service ) , but usually after several loops re - entering password , connection would be re - established .	8,9; 	8,9:[12,13 PORTS#QUALITY 0 8,9]; 
laptop_quad_train	10.0	sometimes had to do several times , but thought it might be an idiosyncrady of this model .	-1,-1; 	-1,-1:[16,17 HARDWARE#GENERAL 0 -1,-1]; 
laptop_quad_train	11.0	now i ' m really bummed that i have a very nice looking chromebook with a beautiful screen that is totally unusable .	11,12; 5,6; 21,22; 16,17; 	11,12:[13,14 LAPTOP#DESIGN_FEATURES 2 11,12]; 5,6:[13,14 LAPTOP#OPERATION_PERFORMANCE 0 5,6]; 21,22:[13,14 LAPTOP#OPERATION_PERFORMANCE 0 21,22]; 16,17:[17,18 DISPLAY#OPERATION_PERFORMANCE 2 16,17]; 
laptop_quad_train	12.0	i just got this thing today & was really excited about it but this has been frustrating & disappointing .	16,17; 18,19; 	16,17:[-1,-1 LAPTOP#GENERAL 0 16,17]; 18,19:[-1,-1 LAPTOP#GENERAL 0 18,19]; 
laptop_quad_train	13.0	i ' ll wait a while until this device gets 4 - 5 stars .	-1,-1; 	-1,-1:[8,9 LAPTOP#OPERATION_PERFORMANCE 1 -1,-1]; 
laptop_quad_train	14.0	there are certain very basic tasks that this computer can do .	-1,-1; 	-1,-1:[8,9 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	15.0	a lot of websites don ' t work properly with the chromebook , even though you ' re using the same browser .	-1,-1; 	-1,-1:[11,12 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	16.0	overall , this thing can do very basic stuff , sometimes .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_train	17.0	pro : light , reasonable price , fast .	2,3; 7,8; 4,5; 	2,3:[-1,-1 LAPTOP#DESIGN_FEATURES 2 2,3]; 7,8:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 7,8]; 4,5:[5,6 LAPTOP#PRICE 2 4,5]; 
laptop_quad_train	18.0	keyboard key fragile .	2,3; 	2,3:[0,1 KEYBOARD#QUALITY 0 2,3]; 
laptop_quad_train	19.0	after 6 months my eyboard key is not function very well .	-1,-1; 	-1,-1:[4,6 KEYBOARD#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_train	20.0	i only use the chormebook for surving the internet , checking my email , and watch hulu or netflix .	-1,-1; 	-1,-1:[4,5 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_train	21.0	this is something to reconsidered if one to buy the chromebook for doing homework and a lot of typing .	-1,-1; 	-1,-1:[10,11 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_train	22.0	up date per may 13 / 2018 about two months ago , the charger wont work .	-1,-1; 	-1,-1:[13,14 POWER_SUPPLY#QUALITY 0 -1,-1]; 
laptop_quad_train	23.0	so latest update the charger only last about one year and the half .	-1,-1; 	-1,-1:[4,5 POWER_SUPPLY#GENERAL 0 -1,-1]; 
laptop_quad_train	24.0	overall , it is not horrible , but i wouldn ' t purchase this model again .	4,6; 	4,6:[14,15 LAPTOP#GENERAL 0 4,6]; 
laptop_quad_train	25.0	- long battery life	1,2; 	1,2:[2,4 BATTERY#QUALITY 2 1,2]; 
laptop_quad_train	26.0	- charges quickly	2,3; 	2,3:[-1,-1 POWER_SUPPLY#OPERATION_PERFORMANCE 2 2,3]; 
laptop_quad_train	27.0	- screen feels smaller than other of the same size .	3,4; 	3,4:[1,2 DISPLAY#DESIGN_FEATURES 0 3,4]; 
laptop_quad_train	28.0	it gets two stars because it is a nice light weight and the folding is nice .	15,16; 9,10; -1,-1; 	15,16:[-1,-1 LAPTOP#PORTABILITY 2 15,16]; 9,10:[-1,-1 LAPTOP#PORTABILITY 2 9,10]; -1,-1:[13,14 LAPTOP#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_train	29.0	two replacements had the same problem all in 4 weeks .	-1,-1; 	-1,-1:[1,2 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	30.0	i already returned the first laptop because i had to press extremely hard to get the left click to work .	-1,-1; 	-1,-1:[5,6 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	31.0	i ' ve had the device for 4 days now , and it has a number of big issues .	-1,-1; 	-1,-1:[5,6 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	32.0	next , is that the track pad is insanely wobbly .	9,10; 	9,10:[5,7 HARDWARE#OPERATION_PERFORMANCE 0 9,10]; 
laptop_quad_train	33.0	one of the worst offenders is the battery life .	3,4; 	3,4:[7,9 BATTERY#QUALITY 0 3,4]; 
laptop_quad_train	34.0	it also refuses to charge past 90 % and instantly jumps to 80 % when i unplug it .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_train	35.0	there are issues beyond these , but it ' s all software related so i will let it be .	-1,-1; 	-1,-1:[11,12 SOFTWARE#GENERAL 0 -1,-1]; 
laptop_quad_train	36.0	within two days of receiving this item a line appeared on my screen ( while i was using it , previously fine ) and below it the image / screen flickered .	-1,-1; 	-1,-1:[29,30 DISPLAY#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_train	37.0	the flip and touchscreen aspects work fine , no problems .	6,7; 	6,7:[1,2 HARDWARE#OPERATION_PERFORMANCE 2 6,7, 3,4 HARDWARE#OPERATION_PERFORMANCE 2 6,7]; 
laptop_quad_train	38.0	it can not .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	39.0	screen looks good , it has a good battery life , keypad has some nice feedback , the works .	7,8; -1,-1; 14,15; 	7,8:[0,1 DISPLAY#DESIGN_FEATURES 2 7,8]; -1,-1:[8,10 BATTERY#QUALITY 2 -1,-1]; 14,15:[11,12 KEYBOARD#OPERATION_PERFORMANCE 2 14,15]; 
laptop_quad_train	40.0	but you can ' t use an acer chromebook r 11 this way .	-1,-1; 	-1,-1:[7,11 LAPTOP#GENERAL 0 -1,-1]; 
laptop_quad_train	41.0	and the chromebook does not go to sleep or otherwise shut off .	-1,-1; 	-1,-1:[2,3 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_train	42.0	loved it for an hour than it went black and we got a chrome os missing or damage message .	-1,-1; 	-1,-1:[13,15 OS#QUALITY 0 -1,-1]; 
laptop_quad_train	43.0	terrible product and worse customer service - - do not buy	0,1; 3,4; 	0,1:[1,2 LAPTOP#GENERAL 0 0,1]; 3,4:[4,6 SUPPORT#GENERAL 0 3,4]; 
laptop_quad_train	44.0	we ordered this chromebook for my son to use for school .	-1,-1; 	-1,-1:[3,4 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_train	45.0	we received it in august , and it worked fine for just 5 months and then the touch screen stopped working .	9,10; -1,-1; 	9,10:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 1 9,10]; -1,-1:[17,19 HARDWARE#OPERATION_PERFORMANCE 0 -1,-1]; 
